5.000000000000000278e-02,5.313903078481958531e-01
1.250000000000000000e-01,5.676749770382676363e-01
2.000000000000000111e-01,1.169147125579578006e+00
2.749999999999999667e-01,9.558306908155401738e-01
3.499999999999999778e-01,6.105227421734269466e-01
4.249999999999999889e-01,2.843607807856497471e-01
4.999999999999999445e-01,-1.553308066167843060e-01
5.750000000000000666e-01,-6.381951095028385312e-01
6.500000000000000222e-01,-7.580827557655943627e-01
7.249999999999999778e-01,-9.618353841193153508e-01
8.000000000000000444e-01,-1.069431375307037246e+00
8.750000000000000000e-01,-7.018342459095471275e-01
9.499999999999999556e-01,-6.741693228797862592e-01
